INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7719097222222222
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7785069444444445
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7788194444444444
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7788194444444444
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.8124305555555554
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.8124305555555554
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.8128472222222222
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.8128472222222222
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.8128472222222222
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.8128472222222222
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.8128472222222222
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.8128472222222222
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.8153472222222222
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 44
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 45
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 46
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 47
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 48
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 49
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:Generation no: 50
INFO:root:Best Fitness Score: 0.8154166666666667
INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Execution Run: 0
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.707326388888889
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7484027777777778
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7484027777777778
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7551041666666667
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7551041666666667
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7551041666666667
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7551041666666667
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.7654166666666666
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.7865624999999999
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.7865624999999999
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.7925
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.7925
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.7926388888888889
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.7926388888888889
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.7926388888888889
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.7926388888888889
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.7926388888888889
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.7926388888888889
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.7948958333333334
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.7954166666666667
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.7954166666666667
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.7954166666666667
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.801076388888889
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.8053819444444444
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.8053819444444444
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.805486111111111
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.805486111111111
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.805486111111111
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.805486111111111
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.805486111111111
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.805486111111111
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.805486111111111
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.805486111111111
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.805486111111111
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.805486111111111
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.8055208333333332
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.8055208333333332
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.8055208333333332
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.8055208333333332
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Generation no: 44
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Generation no: 45
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Generation no: 46
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Generation no: 47
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Generation no: 48
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Generation no: 49
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Generation no: 50
INFO:root:Best Fitness Score: 0.8055555555555555
INFO:root:Execution Run: 1
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7619097222222223
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7789583333333333
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7789583333333333
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7824305555555556
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7857291666666666
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7857291666666666
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7857291666666666
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.7857291666666666
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.8024652777777779
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.8024652777777779
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.8049652777777777
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.8049652777777777
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.8078472222222222
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.8080902777777778
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.8152083333333333
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.8152083333333333
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.8186805555555555
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.8186805555555555
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 44
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 45
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 46
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 47
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 48
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 49
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:Generation no: 50
INFO:root:Best Fitness Score: 0.8217708333333335
INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Execution Run: 0
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7174305555555556
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7174999999999999
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7517013888888889
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7820833333333335
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7820833333333335
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7920833333333334
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7920833333333334
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.7921875
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.7926736111111111
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.7926736111111111
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.7926736111111111
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.7926736111111111
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.7926736111111111
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.7926736111111111
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.7926736111111111
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.7926736111111111
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.7926736111111111
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.7926736111111111
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.795
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.7976041666666667
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.7976041666666667
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.7982638888888889
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.7982638888888889
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.7982638888888889
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.7982638888888889
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.7982638888888889
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.7982638888888889
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.7982638888888889
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 44
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 45
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 46
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 47
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 48
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 49
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Generation no: 50
INFO:root:Best Fitness Score: 0.7983680555555556
INFO:root:Execution Run: 1
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7141319444444444
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7175694444444444
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7449652777777778
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7449652777777778
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7449652777777778
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7523263888888889
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7653472222222222
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.7720486111111111
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.7757291666666667
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.7757291666666667
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.7757291666666667
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.7862847222222221
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.7862847222222221
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.7862847222222221
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.7862847222222221
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.7862847222222221
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.7862847222222221
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.7862847222222221
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.7862847222222221
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.7862847222222221
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.7862847222222221
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.787673611111111
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.787673611111111
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.788298611111111
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.788298611111111
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 44
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 45
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 46
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 47
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 48
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 49
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:Generation no: 50
INFO:root:Best Fitness Score: 0.7917013888888889
INFO:root:*********** EVOLUTIONARY CLASSIFICATION WITH DYNAMIC ENSEMBLE SELECTION ********* 
INFO:root:Version: 0.1.4
INFO:root:Execution Run: 0
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7719097222222222
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7719097222222222
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7723263888888889
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7960416666666666
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7960416666666666
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7960416666666666
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7991319444444445
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.7991319444444445
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.7991319444444445
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.7991319444444445
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.8015972222222223
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.8018402777777779
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.8051041666666666
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.8051041666666666
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.8052777777777778
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.8052777777777778
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.8148958333333334
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.8185416666666666
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.8186111111111111
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.8216666666666668
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.8250694444444445
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.8250694444444445
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 44
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 45
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 46
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 47
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 48
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 49
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Generation no: 50
INFO:root:Best Fitness Score: 0.8251041666666667
INFO:root:Execution Run: 1
INFO:root:Get and Process the Data
INFO:root:Initialize the Population
INFO:root:Generation no: 1
INFO:root:Best Fitness Score: 0.7416319444444442
INFO:root:Generation no: 2
INFO:root:Best Fitness Score: 0.7618402777777779
INFO:root:Generation no: 3
INFO:root:Best Fitness Score: 0.7618402777777779
INFO:root:Generation no: 4
INFO:root:Best Fitness Score: 0.7723958333333334
INFO:root:Generation no: 5
INFO:root:Best Fitness Score: 0.7785763888888889
INFO:root:Generation no: 6
INFO:root:Best Fitness Score: 0.7785763888888889
INFO:root:Generation no: 7
INFO:root:Best Fitness Score: 0.7785763888888889
INFO:root:Generation no: 8
INFO:root:Best Fitness Score: 0.7889930555555554
INFO:root:Generation no: 9
INFO:root:Best Fitness Score: 0.7920833333333334
INFO:root:Generation no: 10
INFO:root:Best Fitness Score: 0.7922569444444445
INFO:root:Generation no: 11
INFO:root:Best Fitness Score: 0.8052083333333333
INFO:root:Generation no: 12
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 13
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 14
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 15
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 16
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 17
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 18
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 19
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 20
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 21
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 22
INFO:root:Best Fitness Score: 0.8232986111111112
INFO:root:Generation no: 23
INFO:root:Best Fitness Score: 0.8260763888888889
INFO:root:Generation no: 24
INFO:root:Best Fitness Score: 0.8260763888888889
INFO:root:Generation no: 25
INFO:root:Best Fitness Score: 0.8260763888888889
INFO:root:Generation no: 26
INFO:root:Best Fitness Score: 0.8260763888888889
INFO:root:Generation no: 27
INFO:root:Best Fitness Score: 0.8260763888888889
INFO:root:Generation no: 28
INFO:root:Best Fitness Score: 0.8260763888888889
INFO:root:Generation no: 29
INFO:root:Best Fitness Score: 0.8260763888888889
INFO:root:Generation no: 30
INFO:root:Best Fitness Score: 0.8260763888888889
INFO:root:Generation no: 31
INFO:root:Best Fitness Score: 0.8260763888888889
INFO:root:Generation no: 32
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 33
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 34
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 35
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 36
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 37
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 38
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 39
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 40
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 41
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 42
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 43
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 44
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 45
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 46
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 47
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 48
INFO:root:Best Fitness Score: 0.8289583333333334
INFO:root:Generation no: 49
